furniture-10030001,Pumpkin Mishka
furniture-20002313,"I'm looking at the people here and it must be very interesting to live here." Nevertheless//c you should wake up from your holiday and return to your normal daily life.
furniture-10002401,Museum Trip - Gallery Bench
furniture-20002401,Feel free to have a seat. The dinosaur here will not pounce on you//c and the tank here will not aim at you. This is the peace that you've pursued for your entire life.
furniture-10002402,Museum Trip - Gallery Red Carpet
furniture-20002402,The long carpet guides us to where we're suppose to go. But what about fate? Is it willing to be as straightforward?
furniture-10002403,Museum Trip - Contemporary Weaponry Display
furniture-20002403,Firearms and bombs have allowed humans to detach themselves from the act of killing. It has never been easier in civilized times to stir up hatred.
furniture-10002404,Museum Trip - Ancient Weaponry Display
furniture-20002404,Melee weapons required the user to come face to face with enemy. Combat required more skill//c more courage//c and a simpler reason to fight.
furniture-10002405,Museum Trip - Modern Weaponry Display
furniture-20002405,This era utilizes entirely new tactical weaponry//c but whether war will be even more cruel or not depends entirely upon you//c Commander.
furniture-10002406,Museum Trip - Penguin Specimen
furniture-20002406,These ancient and lovable birds have witnessed all the foolish things humans have done since the Third World War in their home settlements and were tragically swept up in the chaos.
furniture-10002407,Museum Trip - Gallery Rope Barriers
furniture-20002407,It separates you from history. Only history is eternal. And you? You're temporary.
furniture-10002408,Museum Trip - Whale Model
furniture-20002408,Even a real specimen is hard to find nowadays. But it's okay//c mankind. You don't need to pretend like you actually care about us.
furniture-10002409,Museum Trip - Dinosaur Skull
furniture-20002409,"ROAR!"  It introduced the concept of "cool" to children around the world. It is unwittingly the earliest and purest of romances.
furniture-10002410,Museum Trip - Dinosaur Skeleton
furniture-20002410,Its elegant appearance is far more beautiful than the corpulent mammals//c so Homo Sapiens gave them feathers out of spite and envy.
furniture-10002411,Museum Trip - Gallery Floor Tiles
furniture-20002411,Neat and clean floor tiles are always suitable for any sort of public spaces//c but smokers and human younglings always ruin the atmosphere.
furniture-10002412,Museum Trip - Primates' Stump Chair
furniture-20002412,Any sort of entertainment is simply a substitute to satisfying bloodlust//c which most likely came from the fact that food and shelter was plentiful and the brain never had a chance to develop beyond its basal instincts.
furniture-10002413,Museum Trip - Gallery Corridor
furniture-20002413,Don't mind the "History of Predation" banners. The ancestors of humanity have always relied upon extermination to build the civilized society that we have today.
furniture-10002414,Museum Trip - Paper Airplane
furniture-20002414,Perhaps on the Day of Judgment//c the Creator will say this was the invention that pleased me the most.
furniture-10002001,Magnetic Floating Globe
furniture-20002001,Griffin Private Military Contractor's first anniversary's souvenir. "The journey of a thousand dreams begins with a single step." Kryuger finishes//c then puts the globe in your hands. I should put this somewhere out of my T-Dolls' reach.
furniture-10002501,Subway 2063 - Subway Bench
furniture-20002501,This isn't a suitable bench for chance meetings. It's only good for waiting for the trains.
furniture-10002502,Subway 2063 - Subway Train Schedule
furniture-20002502,A reminder of how much time you have before you need to look away from your phone. Perhaps you should've put it away a long time ago and did something proper for once.
furniture-10002503,Subway 2063 - Subway Ticket Gate
furniture-20002503,A machine for testing human intelligence. Tests include how to swipe metro passes and how to bring large pieces of luggage through the gates.
furniture-10002504,Subway 2063 - Subway Ticket Machine
furniture-20002504,The obstacles in your path to your faraway destination: your fellow human beings that take forever to find the change for a subway ticket.
furniture-10002505,Subway 2063 - Subway Management Server
furniture-20002505,Like the humans passing by//c its way to express exhaustion is to die and leave a mess.
furniture-10002506,Subway 2063 - Subway Service Desk
furniture-20002506,Thousands pass by every day//c but it does not mean that she isn't lonely.
furniture-10002507,Subway 2063 - Subway Passengers Hologram Projection
furniture-20002507,I hear the winds from the subway and the sea of people. I'm lining up with a number plate but they were all stolen away.
furniture-10002508,Subway 2063 - Platform Barricade
furniture-20002508,How pitiful is it that people only pay attention to it when it fails to do what it was created to do.
furniture-10002509,Subway 2063 - Platform Floor Tiles
furniture-20002509,Perhaps there's a story behind every footprint. Whose path will you coincide with?
furniture-10002510,Subway 2063 - Platform Wall
furniture-20002510,The world outside has already fallen asleep//c yet there are many that had just awakened from their dreams.
furniture-10002511,Subway 2063 - Subway Train (Tail End)
furniture-20002511,This metal can is always stuffed full of food//c but the reality is that a real monster has never appeared before.
furniture-10002512,Subway 2063 - Subway Train Car
furniture-20002512,You need a seat//c a book//c and a talking black cat to remind you what you're doing right now.
furniture-10002513,Subway 2063 - Platform Next Stop Sign
furniture-20002513,If you have a destination in mind then you'll know this detour isn't that big of a deal.
furniture-10002601,Colorful Club - School Air Mattress
furniture-20002601,The usage of it indoors and outdoors is not the same. Neither is its purpose in the game and in reality.
furniture-10002602,Colorful Club - Club Member Chair
furniture-20002602,The inability to spin hints at its existance as a chair for commoners//c although it does come with the advantage of not slipping out under you when you're taking an afternoon nap.
furniture-10002603,Colorful Club - Club Member Chair
furniture-20002603,The inability to spin hints at its existance as a chair for commoners//c although it does come with the advantage of not slipping out under you when you're taking an afternoon nap.
furniture-10002604,Colorful Club - School Band Instruments
furniture-20002604,Forget the anime. Only the vocalist with the speech disorder and the 300kg drummer can bring the hype and excitement.
furniture-10002605,Colorful Club - Club Room Whiteboard
furniture-20002605,90% of the content on the board are nonsense//c but great inspirations are born from foolish ideas.
furniture-10002606,Colorful Club - School Photocopier
furniture-20002606,Oppression of the students in the forms of tests and quizzes are spit out from this machine!
furniture-10002607,Colorful Club - School Bookcases
furniture-20002607,Few people care about what's stored here//c except when they're bored out of their minds waiting for orders.
furniture-10002608,Colorful Club - Club Room Floor
furniture-20002608,A simple and durable floor. You can differentiate between the footsteps of a student and a teacher by the sound alone.
furniture-10002609,Colorful Club - Club Desk
furniture-20002609,Anything bothering you? Let's hear all about it. My pals and I are always keeping our ears open for the latest gossip.
furniture-10002610,Colorful Club - Club Computer Desk
furniture-20002610,It's just an act. Who even seriously needs to use a computer at school if not to slack off?
furniture-10002611,Colorful Club - Club Room Walls
furniture-20002611,The neat and tidy walls make you feel a sense of deference. The adults also want the children to believe as if they were gods.
furniture-10002612,Colorful Club - Club Room Paintings
furniture-20002612,Paintings of those at the top of the organization. Orders are different from religion. We never signal virtue.
furniture-10002613,Colorful Club - Club Room Windows
furniture-20002613,No matter how wonderful the outside world is//c let us create precious memories now in the present.
furniture-10041010,Operating Table Rank 0
furniture-20041010,
furniture-10041011,Operating Table Rank 1
furniture-20041011,
